actors,worlwide_gross_income
 Mark Williams," 2,161,135,405.00 "
Michael Douglas," 2,156,784,786.00 "
 Christopher Lloyd," 2,153,351,080.00 "
 Catherine Zeta-Jones," 2,152,749,088.00 "
 Elizabeth Perkins," 2,143,684,354.00 "
Owen Wilson," 2,143,316,480.00 "
 Robert Duvall," 2,140,955,072.00 "
 David Spade," 2,137,975,880.00 "
 Tony Revolori," 2,137,234,332.00 "
 Sam Rockwell," 2,133,617,919.00 "
 Frances Conroy," 2,131,709,951.00 "
 David Morse," 2,129,064,202.00 "
 Pierfrancesco Favino," 2,126,401,764.00 "
 Albert Finney," 2,124,090,483.00 "
 Jack McBrayer," 2,122,805,765.00 "
 Ellie Kemper," 2,121,110,290.00 "
 Scott Eastwood," 2,120,624,143.00 "
 Matt Lucas," 2,115,898,975.00 "
 Jon Bernthal," 2,114,807,576.00 "
 Delroy Lindo," 2,111,768,364.00 "
 Nick Frost," 2,110,652,641.00 "
 Jay Hernandez," 2,109,803,242.00 "
 Aasif Mandvi," 2,108,611,650.00 "
 Bradley Whitford," 2,107,842,712.00 "
 Ryan Reynolds," 2,107,164,144.00 "
 Ellen Page," 2,104,768,395.00 "
Brendan Fraser," 2,103,423,624.00 "
 Will Yun Lee," 2,103,361,421.00 "
 Paula Patton," 2,101,840,293.00 "
 Rip Torn," 2,101,313,639.00 "
 Charles Dance," 2,098,390,490.00 "
 Demi Moore," 2,096,011,463.00 "
 Joe Morton," 2,095,516,483.00 "
 John Bach," 2,093,498,514.00 "
 Amanda Peet," 2,093,359,711.00 "
 Don Rickles," 2,089,922,292.00 "
 David Schofield," 2,089,159,278.00 "
 Lucas Black," 2,088,119,896.00 "
 Stephen Tobolowsky," 2,087,947,782.00 "
 Kristen Stewart," 2,087,297,319.00 "
 Madison Iseman," 2,083,251,201.00 "
 Bill Cobbs," 2,083,200,807.00 "
 Jennifer Coolidge," 2,081,690,696.00 "
 Zazie Beetz," 2,081,645,650.00 "
 Ike Barinholtz," 2,074,748,026.00 "
 Léa Seydoux," 2,071,829,353.00 "
 David Schwimmer," 2,071,140,931.00 "
 Jorge Lendeborg Jr.," 2,071,086,473.00 "
 Tony Hale," 2,070,348,470.00 "
 Kevin Bacon," 2,069,814,700.00 "
 William Sadler," 2,066,123,978.00 "
 Billy Bob Thornton," 2,060,929,283.00 "
 Bruce Willis," 2,060,050,977.00 "
 Hugh Laurie," 2,058,913,850.00 "
 Colin Farrell," 2,058,031,358.00 "
Russell Crowe," 2,051,531,099.00 "
 Tom McCarthy," 2,045,218,288.00 "
 Elle Fanning," 2,044,234,662.00 "
 Kate McKinnon," 2,042,906,137.00 "
 Vince Vaughn," 2,042,770,924.00 "
 Emily VanCamp," 2,031,749,572.00 "
 Embeth Davidtz," 2,025,149,911.00 "
 Geraldine James," 2,022,958,213.00 "
 Dan Fogler," 2,022,827,891.00 "
 Jacob Batalon," 2,022,639,600.00 "
 Noah Taylor," 2,019,456,059.00 "
 Maria Bello," 2,018,862,197.00 "
 Callum Keith Rennie," 2,018,855,533.00 "
 John Slattery," 2,018,483,121.00 "
 Yahya Abdul-Mateen II," 2,016,613,620.00 "
 Jodi Benson," 2,016,512,858.00 "
 Hiroyuki Sanada," 2,013,507,539.00 "
 Alec Guinness," 2,013,471,277.00 "
 Andy Buckley," 2,013,096,879.00 "
 Giancarlo Esposito," 2,008,199,234.00 "
 Michael Stuhlbarg," 2,007,490,689.00 "
 Miriam Margolyes," 2,007,203,056.00 "
 Estelle Harris," 2,003,901,864.00 "
 M.C. Gainey," 1,999,290,922.00 "
 Kevin Durand," 1,997,085,143.00 "
 Terrence Howard," 1,991,346,402.00 "
 James Spader," 1,990,654,253.00 "
 Jennifer Connelly," 1,988,816,322.00 "
 Randall Duk Kim," 1,988,263,268.00 "
Ralph Fiennes," 1,986,458,227.00 "
 Jared Harris," 1,984,673,235.00 "
 Sean Harris," 1,983,506,525.00 "
 Eva Green," 1,979,657,085.00 "
 Susan Sarandon," 1,979,521,835.00 "
 Benedict Wong," 1,979,414,017.00 "
 Peter Jason," 1,978,762,144.00 "
 Danny Trejo," 1,977,970,726.00 "
Matthew McConaughey," 1,977,333,944.00 "
Cameron Diaz," 1,975,079,006.00 "
 Stephen Fry," 1,974,107,858.00 "
 Chris Pine," 1,973,161,911.00 "
 Adrian Rawlins," 1,971,848,685.00 "
 Blythe Danner," 1,970,869,161.00 "
 Asher Blinkoff," 1,969,935,777.00 "
 John Morris," 1,968,657,136.00 "
 Rodrigo Santoro," 1,966,446,218.00 "
Pierce Brosnan," 1,966,415,892.00 "
 Garry Shandling," 1,966,279,527.00 "
 Nikki Reed," 1,963,951,366.00 "
 Missi Pyle," 1,958,793,796.00 "
 Isla Fisher," 1,956,932,523.00 "
 Nathan Lane," 1,955,799,613.00 "
 Bernie Mac," 1,954,662,633.00 "
Craig T. Nelson," 1,951,554,460.00 "
 Jamie Chung," 1,946,035,143.00 "
 Alex Wolff," 1,945,712,484.00 "
 Donald Glover," 1,945,520,109.00 "
 Mackenzie Foy," 1,943,561,882.00 "
 Jena Malone," 1,942,261,902.00 "
 Bingbing Li," 1,941,527,408.00 "
 Fred Willard," 1,938,226,512.00 "
 Mark Wahlberg," 1,935,787,116.00 "
 George Clooney," 1,932,523,094.00 "
 Michael Welch," 1,930,534,901.00 "
 Nick Swardson," 1,929,742,821.00 "
 Martin Sheen," 1,927,270,360.00 "
 Callan Mulvey," 1,925,650,337.00 "
 Bruce Campbell," 1,923,490,738.00 "
 Keanu Reeves," 1,920,336,298.00 "
 Jason Lee," 1,919,127,252.00 "
 Jeremy Sisto," 1,919,109,531.00 "
Chiwetel Ejiofor," 1,917,016,535.00 "
 Victor Rasuk," 1,914,911,662.00 "
 Lukas Haas," 1,913,018,076.00 "
 Shahadi Wright Joseph," 1,912,148,370.00 "
 Bokeem Woodbine," 1,910,364,866.00 "
 Ron Perlman," 1,909,335,329.00 "
 Rebecca Hall," 1,906,490,684.00 "
 Cuba Gooding Jr.," 1,903,949,125.00 "
 Will Poulter," 1,903,029,134.00 "
 Leigh Whannell," 1,902,554,727.00 "
 Leslie Bibb," 1,901,199,271.00 "
 Michael Bird," 1,897,592,159.00 "
 Whoopi Goldberg," 1,896,834,047.00 "
 John Carroll Lynch," 1,896,644,185.00 "
 Jennifer Ehle," 1,894,069,309.00 "
 Nick Jonas," 1,884,298,215.00 "
 Josh Helman," 1,883,545,575.00 "
 Matthew McConaughey," 1,882,901,425.00 "
 Oliver Ford Davies," 1,881,646,641.00 "
 David Thewlis," 1,881,529,038.00 "
 Michael Douglas," 1,879,622,107.00 "
 Burn Gorman," 1,878,902,337.00 "
 Desmond Llewelyn," 1,878,831,444.00 "
 Tommy Flanagan," 1,876,717,953.00 "
Meryl Streep," 1,875,686,319.00 "
 Rosamund Pike," 1,875,486,746.00 "
 Eli Fucile," 1,874,412,072.00 "
 Sarah Vowell," 1,874,412,072.00 "
 Sela Ward," 1,873,455,080.00 "
 Sala Baker," 1,872,346,548.00 "
 Rhys Ifans," 1,871,452,772.00 "
 Will Smith," 1,870,907,071.00 "
 Justin Chon," 1,869,689,448.00 "
 Siobhan Fallon Hogan," 1,869,362,267.00 "
 Saïd Taghmaoui," 1,867,240,631.00 "
 Ben Foster," 1,866,782,992.00 "
 Chloë Grace Moretz," 1,866,400,084.00 "
 Angela Lansbury," 1,866,350,841.00 "
 Jackie Earle Haley," 1,864,508,247.00 "
 Derek Jacobi," 1,863,979,234.00 "
 Luke Grimes," 1,863,158,744.00 "
 Justice Smith," 1,860,897,652.00 "
 Anton Yelchin," 1,859,716,945.00 "
 Michael Gough," 1,857,580,349.00 "
 Adewale Akinnuoye-Agbaje," 1,857,061,858.00 "
 Donna Murphy," 1,855,448,238.00 "
 Donnie Yen," 1,853,443,585.00 "
 Ser'Darius Blain," 1,852,439,936.00 "
 Diane Kruger," 1,850,076,866.00 "
 Diego Luna," 1,848,301,294.00 "
 Matthew Broderick," 1,847,553,639.00 "
 David Oyelowo," 1,846,718,747.00 "
 Scott Caan," 1,846,646,136.00 "
 David Ogden Stiers," 1,846,546,404.00 "
 Sarah Silverman," 1,846,483,918.00 "
 Vanessa Kirby," 1,845,591,996.00 "
 Morena Baccarin," 1,844,549,037.00 "
 J.B. Smoove," 1,844,469,726.00 "
 Kate Mara," 1,844,271,048.00 "
 Michael B. Jordan," 1,842,622,367.00 "
 Joe Manganiello," 1,842,300,084.00 "
 Nick Robinson," 1,841,928,956.00 "
 Nick Nolte," 1,839,455,397.00 "
 Will Patton," 1,837,331,002.00 "
 John Brotherton," 1,834,549,907.00 "
 Wendy Crewson," 1,833,896,452.00 "
 Lily James," 1,832,089,646.00 "
 Dominic Cooper," 1,831,957,923.00 "
 Jai Courtney," 1,830,247,400.00 "
 Sarah Clarke," 1,829,256,578.00 "
 Eric Edelstein," 1,829,121,009.00 "
 Billy Dee Williams," 1,823,679,398.00 "
 Heather Graham," 1,822,097,587.00 "
 Miguel Ferrer," 1,821,490,646.00 "
 Zac Efron," 1,819,400,367.00 "
 Christian Serratos," 1,817,947,243.00 "
 Dan Stevens," 1,817,414,725.00 "
 John Oliver," 1,817,400,456.00 "
 Celia Weston," 1,817,192,562.00 "
 Karen Allen," 1,814,444,697.00 "
 Jamie Campbell Bower," 1,813,254,815.00 "
 Winona Ryder," 1,811,857,210.00 "
 America Ferrera," 1,808,124,948.00 "
 Taraji P. Henson," 1,805,167,485.00 "
 Rami Malek," 1,805,147,215.00 "
 Donnie Wahlberg," 1,804,745,436.00 "
 Pat Hingle," 1,802,919,271.00 "
Tommy Lee Jones," 1,802,786,258.00 "
 John Shrapnel," 1,801,308,005.00 "
 Giancarlo Giannini," 1,800,666,963.00 "
 David Prowse," 1,800,381,524.00 "
 Eric André," 1,797,803,917.00 "
 Brian Blessed," 1,795,444,837.00 "
 Casey Affleck," 1,795,024,555.00 "
 Penélope Cruz," 1,793,594,670.00 "
Joaquin Phoenix," 1,793,401,116.00 "
 Jon Gries," 1,791,821,688.00 "
 Neal McDonough," 1,786,883,130.00 "
 Selena Gomez," 1,786,482,111.00 "
 Bill Smitrovich," 1,785,715,200.00 "
 Kevin Pollak," 1,784,561,034.00 "
 Douglas Hodge," 1,778,781,569.00 "
 Sandra Ellis Lafferty," 1,778,028,156.00 "
 James Phelps," 1,775,950,627.00 "
 Bruce Spence," 1,772,850,586.00 "
 Dakota Fanning," 1,767,477,839.00 "
 Tim Robbins," 1,766,612,791.00 "
 Timothy Olyphant," 1,765,723,333.00 "
 Joe Ranft," 1,765,600,812.00 "
 Shia LaBeouf," 1,763,988,412.00 "
 R. Lee Ermey," 1,763,959,388.00 "
 Karen Disher," 1,763,931,599.00 "
 Evan Rachel Wood," 1,762,819,470.00 "
 Elsie Fisher," 1,762,634,954.00 "
 Judd Hirsch," 1,762,193,807.00 "
 Seth MacFarlane," 1,761,065,310.00 "
 Morgan Turner," 1,758,685,100.00 "
 Bob Odenkirk," 1,757,251,565.00 "
 Rita Ora," 1,756,187,677.00 "
 Bob Bergen," 1,754,473,185.00 "
 Kaya Scodelario," 1,753,430,174.00 "
 Danny Mann," 1,752,223,101.00 "
 Elizabeth Debicki," 1,751,694,188.00 "
 Juno Temple," 1,750,820,398.00 "
 Scoot McNairy," 1,748,216,518.00 "
 Colin Salmon," 1,748,213,972.00 "
 Max Charles," 1,742,611,025.00 "
 Maggie Q," 1,742,322,637.00 "
 Jason Flemyng," 1,740,323,478.00 "
 Vivica A. Fox," 1,740,124,469.00 "
Andrew Garfield," 1,735,060,957.00 "
 Eric Bana," 1,735,032,258.00 "
 Alanna Ubach," 1,732,547,430.00 "
 Moises Arias," 1,729,644,715.00 "
 Evan Peters," 1,728,776,914.00 "
 John Hannah," 1,726,677,985.00 "
 Xander Berkeley," 1,725,289,994.00 "
 Geraldine Chaplin," 1,721,149,389.00 "
 Jürgen Prochnow," 1,721,056,756.00 "
 Austin Pendleton," 1,720,420,303.00 "
 Zooey Deschanel," 1,718,755,705.00 "
 Verne Troyer," 1,718,635,806.00 "
 P.J. Byrne," 1,718,475,538.00 "
 Lauren Lapkus," 1,717,710,770.00 "
 Karin Konoval," 1,717,369,698.00 "
 Patrick Gallagher," 1,717,336,306.00 "
 John Hawkes," 1,710,436,104.00 "
 Ilia Volok," 1,710,044,881.00 "
 Gemma Arterton," 1,709,082,914.00 "
Chris Pine," 1,708,249,500.00 "
 Robert Emms," 1,707,956,647.00 "
 Cliff Robertson," 1,707,290,964.00 "
 Penny Johnson Jerald," 1,707,032,100.00 "
 JD McCrary," 1,705,950,886.00 "
 William Hurt," 1,704,667,987.00 "
 David Aston," 1,700,148,647.00 "
 Damian O'Hare," 1,699,977,817.00 "
 Ed Skrein," 1,699,791,354.00 "
 Ron Dean," 1,699,574,518.00 "
 Peter Sohn," 1,699,493,363.00 "
 David Warshofsky," 1,699,414,583.00 "
 Courtney B. Vance," 1,698,487,416.00 "
 Ricky Gervais," 1,697,703,442.00 "
 Megan Fox," 1,697,535,840.00 "
 Sasha Barrese," 1,694,517,738.00 "
 Aaron Taylor-Johnson," 1,693,647,181.00 "
Antonio Banderas," 1,689,514,603.00 "
Jay Baruchel," 1,687,996,159.00 "
 Mary Steenburgen," 1,687,794,790.00 "
 Edward James Olmos," 1,686,154,662.00 "
 Jesse McCartney," 1,684,559,421.00 "
 Terry Notary," 1,683,165,202.00 "
Andy Serkis," 1,683,165,202.00 "
 Jaime Camil," 1,682,541,607.00 "
 Ahmed Best," 1,680,862,677.00 "
 Pernilla August," 1,680,862,677.00 "
 Philip Baker Hall," 1,679,845,240.00 "
 Sylvester Stallone," 1,678,692,059.00 "
 Brian Howe," 1,678,282,660.00 "
 Hugh Grant," 1,674,838,668.00 "
 Corey Stoll," 1,674,529,083.00 "
 Robert Redford," 1,674,149,295.00 "
 Katie McGrath," 1,672,443,647.00 "
 Maggie Gyllenhaal," 1,669,471,594.00 "
 Ariana Richards," 1,669,064,937.00 "
 Brenton Thwaites," 1,667,326,492.00 "
 Miguel Sandoval," 1,666,519,916.00 "
 Justin Timberlake," 1,664,683,998.00 "
 Rebel Wilson," 1,664,630,161.00 "
 Peter Serafinowicz," 1,663,709,459.00 "
 Martha Plimpton," 1,661,751,431.00 "
 Nicholas Woodeson," 1,661,735,807.00 "
 Michael Ironside," 1,657,829,399.00 "
 Billy Eichner," 1,656,963,790.00 "
 Chance the Rapper," 1,656,963,790.00 "
 Patrick St. Esprit," 1,655,529,454.00 "
 Richard Attenborough," 1,652,397,853.00 "
 Sean Gunn," 1,648,072,281.00 "
 Stanley Anderson," 1,647,966,646.00 "
 Alison Brie," 1,645,054,432.00 "
 James Caan," 1,644,886,416.00 "
 James Woods," 1,644,129,444.00 "
 Shawn Ashmore," 1,643,271,771.00 "
 Anna Popplewell," 1,641,360,880.00 "
 Rachel Matthews," 1,640,106,351.00 "
 Wanda Sykes," 1,639,122,809.00 "
 Kelly Keaton," 1,638,979,969.00 "
 Kieron Elliott," 1,638,216,431.00 "
 Brianna Hildebrand," 1,637,038,003.00 "
 Kevin Costner," 1,636,979,854.00 "
Rowan Atkinson," 1,631,003,217.00 "
 Tim Blake Nelson," 1,630,417,146.00 "
 Hayden Christensen," 1,629,852,335.00 "
 Jennifer Lopez," 1,629,803,187.00 "
 Jason Ritter," 1,628,837,589.00 "
 Tessa Thompson," 1,623,957,058.00 "
 Titus Welliver," 1,621,064,058.00 "
 Johnny Galecki," 1,621,059,471.00 "
 Stephen J. Anderson," 1,619,464,074.00 "
 Rade Serbedzija," 1,618,473,109.00 "
 Joe Pesci," 1,616,188,577.00 "
 Campbell Scott," 1,615,695,259.00 "
 Brad Dourif," 1,614,542,786.00 "
 Daniel Sunjata," 1,614,490,852.00 "
 Jessica Biel," 1,613,075,812.00 "
 C. Thomas Howell," 1,612,545,974.00 "
 Andrew Scott," 1,612,301,290.00 "
 Christian Bale," 1,611,033,041.00 "
 Lili Taylor," 1,610,802,749.00 "
 Kristin Chenoweth," 1,610,699,053.00 "
 Eddie Izzard," 1,609,318,140.00 "
 Sam Neill," 1,605,721,108.00 "
 Winston Duke," 1,602,465,418.00 "
 Tom Hanks," 1,601,990,908.00 "
Michael J. Fox," 1,600,013,142.00 "
 Leland Orser," 1,598,659,459.00 "
 Lance Henriksen," 1,596,401,264.00 "
 Daniel Kaluuya," 1,596,158,254.00 "
 Josh Cooley," 1,593,170,432.00 "
 Regina King," 1,592,428,186.00 "
 William Moseley," 1,591,351,545.00 "
 Harvey Fierstein," 1,590,712,413.00 "
 Greg Kinnear," 1,590,592,889.00 "
 Lori Alan," 1,584,990,550.00 "
 Amaury Nolasco," 1,582,941,094.00 "
 Randy Quaid," 1,582,272,005.00 "
 Tom Felton," 1,581,029,215.00 "
 Skandar Keynes," 1,580,364,900.00 "
 Nick Kroll," 1,577,995,557.00 "
 David S. Lee," 1,577,966,291.00 "
 Graham Greene," 1,577,030,231.00 "
 Christopher Eccleston," 1,575,957,115.00 "
 Brett Cullen," 1,574,808,093.00 "
 Randal Reeder," 1,573,955,806.00 "
 Marwan Kenzari," 1,573,253,082.00 "
 Kim Basinger," 1,572,710,501.00 "
 Sally Hawkins," 1,571,130,644.00 "
 Billy Crudup," 1,570,245,037.00 "
Jing Wu," 1,570,182,138.00 "
 Stefan Kapicic," 1,568,406,334.00 "
 Cloris Leachman," 1,567,105,380.00 "
 Kat Dennings," 1,567,002,170.00 "
 Emjay Anthony," 1,566,947,341.00 "
 Gabriel Iglesias," 1,565,800,433.00 "
 Tina Benko," 1,564,454,349.00 "
 Isabella Rossellini," 1,563,576,133.00 "
 Frank Welker," 1,563,141,152.00 "
 Brian Dennehy," 1,563,072,226.00 "
 Laura Linney," 1,562,832,807.00 "
 T.I.," 1,562,463,839.00 "
 Josh Pais," 1,562,190,195.00 "
 Hector Elizondo," 1,561,902,647.00 "
 Hugh Jackman," 1,560,211,073.00 "
 Billy Magnussen," 1,557,963,921.00 "
 Jack Dylan Grazer," 1,557,497,932.00 "
 David Tennant," 1,555,316,663.00 "
 Nicolas Cage," 1,554,644,631.00 "
 Oded Fehr," 1,553,224,215.00 "
 David Koechner," 1,550,590,866.00 "
 Philip Bosco," 1,550,292,882.00 "
 Tyler Labine," 1,545,790,137.00 "
 Mike Epps," 1,544,026,282.00 "
 Colin Hanks," 1,541,705,861.00 "
 Rainn Wilson," 1,541,191,926.00 "
 Rachel House," 1,538,389,518.00 "
Chadwick Boseman," 1,538,257,083.00 "
 Rachael Harris," 1,536,111,058.00 "
 Kodi Smit-McPhee," 1,534,661,224.00 "
 David Dastmalchian," 1,534,437,079.00 "
 Alain Chabat," 1,531,341,359.00 "
 Ayelet Zurer," 1,531,059,656.00 "
 Zeljko Ivanek," 1,530,660,652.00 "
 John Cena," 1,530,387,330.00 "
 Matthew Modine," 1,529,457,480.00 "
 Elisabeth Shue," 1,528,215,284.00 "
 Martin Starr," 1,528,060,657.00 "
 Kelly Reilly," 1,526,490,089.00 "
Gerard Butler," 1,522,347,717.00 "
 Mckenna Grace," 1,519,770,044.00 "
 Alexis Denisof," 1,519,330,029.00 "
 Michael Madsen," 1,519,287,932.00 "
 James Coburn," 1,516,093,945.00 "
 Peter Sarsgaard," 1,514,470,955.00 "
 Dash Mihok," 1,514,080,060.00 "
 Bob Hoskins," 1,513,836,614.00 "
 Kristofer Hivju," 1,511,122,387.00 "
 Kiefer Sutherland," 1,511,112,596.00 "
 Kate Beckinsale," 1,509,346,546.00 "
 Erick Avari," 1,508,512,931.00 "
 Matt Walsh," 1,507,735,254.00 "
 Dougray Scott," 1,507,359,382.00 "
 Jack Quaid," 1,507,080,082.00 "
 Regina Hall," 1,506,946,570.00 "
 Richard Kind," 1,505,697,310.00 "
 Lisa Loven Kongsli," 1,503,719,003.00 "
 Gemma Chan," 1,502,805,994.00 "
 Stephanie Szostak," 1,502,162,006.00 "
 Vicki Lewis," 1,500,876,149.00 "
 Eddie Redmayne," 1,500,480,927.00 "
 Rosie Huntington-Whiteley," 1,499,019,254.00 "
 Seth Green," 1,498,805,624.00 "
 Gary Cole," 1,497,831,268.00 "
 Hal Holbrook," 1,496,554,671.00 "
 Omid Djalili," 1,495,300,448.00 "
 Raymond S. Persi," 1,495,011,964.00 "
 Mickey Rourke," 1,493,894,909.00 "
 Mary Elizabeth Winstead," 1,491,220,785.00 "
 Eric Stonestreet," 1,490,494,642.00 "
John Cusack," 1,485,359,435.00 "
 Chin Han," 1,483,633,528.00 "
 Phil LaMarr," 1,482,063,647.00 "
 Caroline Goodall," 1,481,837,022.00 "
 Matthew Gray Gubler," 1,481,792,476.00 "
 Chris Williams," 1,480,990,294.00 "
 Hannah John-Kamen," 1,480,218,613.00 "
 Michael Kelly," 1,480,180,651.00 "
 Samantha Bond," 1,480,018,506.00 "
 Ice Cube," 1,478,374,528.00 "
 Tom Skerritt," 1,477,371,006.00 "
 Ben Hardy," 1,477,170,117.00 "
 Awkwafina," 1,474,302,838.00 "
Jackie Chan," 1,473,687,396.00 "
 Byung-hun Lee," 1,473,510,669.00 "
 Arnold Vosloo," 1,473,224,813.00 "
 Bill Irwin," 1,471,408,704.00 "
 Jamie Dornan," 1,470,592,566.00 "
 Andrew Airlie," 1,470,032,194.00 "
 Margo Martindale," 1,469,708,786.00 "
 Melissa McCarthy," 1,468,758,239.00 "
 Edward Norton," 1,468,266,468.00 "
 Jack Nicholson," 1,466,401,399.00 "
 Robert Loggia," 1,465,439,328.00 "
 Ester Dean," 1,465,139,632.00 "
 Craig Robinson," 1,464,995,837.00 "
 Zachary Levi," 1,463,086,574.00 "
 Cole Hauser," 1,462,646,569.00 "
 Will.i.am," 1,460,829,736.00 "
 Dick Van Dyke," 1,460,179,649.00 "
 Mia Wasikowska," 1,456,900,770.00 "
 Bill Skarsgård," 1,456,735,553.00 "
 Topher Grace," 1,455,872,605.00 "
 Angus Barnett," 1,455,334,576.00 "
 John Tui," 1,455,007,227.00 "
 Mike Tyson," 1,452,878,576.00 "
 Jason Segel," 1,452,380,144.00 "
 Eddie Jemison," 1,451,568,973.00 "
 John Benjamin Hickey," 1,451,294,372.00 "
Sean Connery," 1,451,265,384.00 "
 William H. Macy," 1,450,858,394.00 "
 Eva Mendes," 1,450,802,720.00 "
 Hadley Gannaway," 1,450,026,933.00 "
 Mattea Conforti," 1,450,026,933.00 "
 Nick Searcy," 1,449,680,735.00 "
 Jennifer Tilly," 1,449,192,425.00 "
 Giles New," 1,449,142,830.00 "
 Reese Witherspoon," 1,448,803,139.00 "
 Gil Birmingham," 1,448,367,721.00 "
 James Tolkan," 1,446,744,902.00 "
 Katy Mixon," 1,446,573,696.00 "
 Chris Parnell," 1,446,298,334.00 "
 Barry Shabaka Henley," 1,445,182,712.00 "
 Ramon Rodriguez," 1,444,902,794.00 "
 Vincent Cassel," 1,444,824,938.00 "
 Robert Pine," 1,442,707,715.00 "
 Danai Gurira," 1,442,647,867.00 "
 Corey Johnson," 1,439,733,812.00 "
 Mary Kay Place," 1,439,539,910.00 "
Al Pacino," 1,438,135,440.00 "
 Clémence Poésy," 1,437,011,478.00 "
 Joaquin Phoenix," 1,436,925,573.00 "
 Isaac C. Singleton Jr.," 1,436,876,170.00 "
 Sean Hayes," 1,435,560,379.00 "
Dakota Johnson," 1,435,525,844.00 "
 Luke Wilson," 1,435,276,217.00 "
Benedict Cumberbatch," 1,435,087,220.00 "
 Eric Idle," 1,434,924,800.00 "
 Eiza González," 1,434,771,447.00 "
 Rob Corddry," 1,433,064,320.00 "
Sam Neill," 1,432,107,105.00 "
 Celia Imrie," 1,431,942,112.00 "
 Kit Harington," 1,430,710,621.00 "
Nicole Kidman," 1,430,589,433.00 "
 Richard Roxburgh," 1,430,087,692.00 "
 Eric Roberts," 1,429,745,534.00 "
 Jared Leto," 1,429,588,897.00 "
 David Andrews," 1,429,051,699.00 "
 Kyle MacLachlan," 1,429,027,892.00 "
 Daniel Craig," 1,428,355,980.00 "
 Jess Harnell," 1,426,775,041.00 "
 Fran Drescher," 1,426,654,970.00 "
 Andrew Howard," 1,423,998,727.00 "
 Nicola Peltz," 1,423,781,182.00 "
 Meg Ryan," 1,421,878,296.00 "
 Julian Rhind-Tutt," 1,421,711,269.00 "
 Tomas Arana," 1,420,808,043.00 "
 Richard T. Jones," 1,420,291,228.00 "
 Jamie Bell," 1,418,232,312.00 "
 Michael O'Neill," 1,417,991,789.00 "
 Bruce Altman," 1,417,035,816.00 "
 Larry King," 1,416,309,718.00 "
 Dennis Quaid," 1,415,560,685.00 "
 Finn Wolfhard," 1,413,305,667.00 "
 Jayma Mays," 1,413,006,064.00 "
Jason Statham," 1,412,247,447.00 "
 Robinne Lee," 1,412,126,581.00 "
 Nathan Fillion," 1,409,944,715.00 "
 Elias Koteas," 1,409,683,292.00 "
 Ritchie Coster," 1,408,970,659.00 "
 Linda Cardellini," 1,408,304,184.00 "
 Lisa Ann Walter," 1,406,698,741.00 "
 Kris Kristofferson," 1,405,872,574.00 "
 Paul Guilfoyle," 1,404,134,370.00 "
 Melissa Leo," 1,401,762,267.00 "
 Abigail Breslin," 1,401,045,004.00 "
 Jeremy Howard," 1,400,987,524.00 "
 Beth Grant," 1,400,045,598.00 "
Dustin Hoffman," 1,398,946,357.00 "
Reese Witherspoon," 1,398,480,142.00 "
 Heath Ledger," 1,396,281,753.00 "
Paul Rudd," 1,396,119,797.00 "
 William Atherton," 1,395,075,348.00 "
 Dave Chappelle," 1,394,140,493.00 "
 Lisa Kudrow," 1,392,936,843.00 "
 Henry Thomas," 1,392,477,023.00 "
 Christopher John Fields," 1,390,140,614.00 "
 Lombardo Boyar," 1,389,946,576.00 "
Steve Martin," 1,389,901,222.00 "
 Gerald R. Molen," 1,388,584,289.00 "
 Carlos Alazraqui," 1,387,852,581.00 "
 Joel Edgerton," 1,386,070,978.00 "
 Alon Aboutboul," 1,386,049,699.00 "
 Santino Fontana," 1,385,814,406.00 "
Jeff Bridges," 1,384,171,181.00 "
 Dan Hedaya," 1,384,057,150.00 "
 Harris Yulin," 1,383,298,992.00 "
 Alan Cumming," 1,383,030,764.00 "
 Colleen Camp," 1,382,891,580.00 "
 Jordan Peele," 1,382,211,227.00 "
 Jeffrey Jones," 1,381,959,444.00 "
 Ian Hart," 1,380,765,297.00 "
 Donald Fullilove," 1,378,974,481.00 "
 Calum Gittins," 1,378,601,733.00 "
 Lenny Venito," 1,378,314,285.00 "
 Roger Allam," 1,377,923,625.00 "
 Mary McDonnell," 1,377,881,021.00 "
 Kristin Davis," 1,375,742,441.00 "
 Jack Purvis," 1,375,485,561.00 "
 James Fox," 1,373,477,239.00 "
 F. Murray Abraham," 1,373,253,694.00 "
 Daniel Cudmore," 1,373,031,323.00 "
